Module,Area,FeatureName,RoutePath,HttpMethod,ControllerClass,ControllerMethod,Category,Status,Description,IsUIPage,IsCronEndpoint,IsApiEndpoint,MenuLocation,Notes
Exchange,DigiByte,DigiByte – Connect Wallet,/Exchange/DigiByte/connectWallet,POST,App\Modules\Exchange\Controllers\DigiByteController,connectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/DigiByte/connectWallet` via App\Modules\Exchange\Controllers\DigiByteController::connectWallet, helping signed-in users work within the DigiByte tools.",false,false,false,Exchange > DigiByte,requires filter csrf
Exchange,DigiByte,DigiByte – Create Wallet,/Exchange/DigiByte/createWallet,POST,App\Modules\Exchange\Controllers\DigiByteController,createWallet,User Dashboard,active,"Handles POST requests to `/Exchange/DigiByte/createWallet` via App\Modules\Exchange\Controllers\DigiByteController::createWallet, helping signed-in users work within the DigiByte tools.",false,false,false,Exchange > DigiByte,requires filter csrf
Exchange,DigiByte,DigiByte – Disconnect Wallet,/Exchange/DigiByte/disconnectWallet,POST,App\Modules\Exchange\Controllers\DigiByteController,disconnectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/DigiByte/disconnectWallet` via App\Modules\Exchange\Controllers\DigiByteController::disconnectWallet, helping signed-in users work within the DigiByte tools.",false,false,false,Exchange > DigiByte,requires filter csrf
Exchange,DigiByte,DigiByte – Fetch Frontend Data,/Exchange/DigiByte/fetchFrontendData,POST,App\Modules\Exchange\Controllers\DigiByteController,fetchFrontendData,User Dashboard,active,"Handles POST requests to `/Exchange/DigiByte/fetchFrontendData` via App\Modules\Exchange\Controllers\DigiByteController::fetchFrontendData, helping signed-in users work within the DigiByte tools.",false,false,false,Exchange > DigiByte,requires filter csrf
Exchange,DigiByte,DigiByte – Get Assets,/Exchange/DigiByte/getAssets,POST,App\Modules\Exchange\Controllers\DigiByteController,getAssets,User Dashboard,active,"Handles POST requests to `/Exchange/DigiByte/getAssets` via App\Modules\Exchange\Controllers\DigiByteController::getAssets, helping signed-in users work within the DigiByte tools.",false,false,false,Exchange > DigiByte,requires filter csrf
Exchange,DigiByte,DigiByte – Provision Default Wallet,/Exchange/DigiByte/provisionDefaultWallet,POST,App\Modules\Exchange\Controllers\DigiByteController,provisionDefaultWallet,User Dashboard,active,"Handles POST requests to `/Exchange/DigiByte/provisionDefaultWallet` via App\Modules\Exchange\Controllers\DigiByteController::provisionDefaultWallet, helping signed-in users work within the DigiByte tools.",false,false,false,Exchange > DigiByte,requires filter csrf
Exchange,DigiByte,DigiByte – Refresh Wallet,/Exchange/DigiByte/refreshWallet,POST,App\Modules\Exchange\Controllers\DigiByteController,refreshWallet,User Dashboard,active,"Handles POST requests to `/Exchange/DigiByte/refreshWallet` via App\Modules\Exchange\Controllers\DigiByteController::refreshWallet, helping signed-in users work within the DigiByte tools.",false,false,false,Exchange > DigiByte,requires filter csrf
Exchange,Exchange,Exchange – Exchange,/Exchange,GET,App\Modules\Exchange\Controllers\ExchangeController,index,User Dashboard,active,"Handles GET requests to `/Exchange` via App\Modules\Exchange\Controllers\ExchangeController::index, helping signed-in users work within the Exchange tools.",true,false,false,Exchange > Exchange,alias: mymi-exchange
Exchange,MetaMask,MetaMask – Meta Mask,/Exchange/MetaMask,GET,App\Modules\Exchange\Controllers\MetaMaskController,index,User Dashboard,active,"Handles GET requests to `/Exchange/MetaMask` via App\Modules\Exchange\Controllers\MetaMaskController::index, helping signed-in users work within the MetaMask tools.",true,false,false,Exchange > MetaMask,alias: mymi-metamask
Exchange,MetaMask,MetaMask – Call Contract Function,/Exchange/MetaMask/callContractFunction,POST,App\Modules\Exchange\Controllers\MetaMaskController,callContractFunction,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/callContractFunction` via App\Modules\Exchange\Controllers\MetaMaskController::callContractFunction, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Connect Wallet,/Exchange/MetaMask/connectWallet,POST,App\Modules\Exchange\Controllers\MetaMaskController,connectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/connectWallet` via App\Modules\Exchange\Controllers\MetaMaskController::connectWallet, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Deploy Contract,/Exchange/MetaMask/deployContract,POST,App\Modules\Exchange\Controllers\MetaMaskController,deployContract,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/deployContract` via App\Modules\Exchange\Controllers\MetaMaskController::deployContract, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Disconnect Wallet,/Exchange/MetaMask/disconnectWallet,POST,App\Modules\Exchange\Controllers\MetaMaskController,disconnectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/disconnectWallet` via App\Modules\Exchange\Controllers\MetaMaskController::disconnectWallet, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Estimate Transaction Fee,/Exchange/MetaMask/estimateTransactionFee,POST,App\Modules\Exchange\Controllers\MetaMaskController,estimateTransactionFee,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/estimateTransactionFee` via App\Modules\Exchange\Controllers\MetaMaskController::estimateTransactionFee, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Generate Wallet,/Exchange/MetaMask/generateWallet,POST,App\Modules\Exchange\Controllers\MetaMaskController,generateWallet,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/generateWallet` via App\Modules\Exchange\Controllers\MetaMaskController::generateWallet, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Get Assets,/Exchange/MetaMask/getAssets,POST,App\Modules\Exchange\Controllers\MetaMaskController,getAssets,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/getAssets` via App\Modules\Exchange\Controllers\MetaMaskController::getAssets, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Get Balance,/Exchange/MetaMask/getBalance,POST,App\Modules\Exchange\Controllers\MetaMaskController,getBalance,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/getBalance` via App\Modules\Exchange\Controllers\MetaMaskController::getBalance, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Get Current Block,/Exchange/MetaMask/getCurrentBlock,POST,App\Modules\Exchange\Controllers\MetaMaskController,getCurrentBlock,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/getCurrentBlock` via App\Modules\Exchange\Controllers\MetaMaskController::getCurrentBlock, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Get Network Status,/Exchange/MetaMask/getNetworkStatus,POST,App\Modules\Exchange\Controllers\MetaMaskController,getNetworkStatus,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/getNetworkStatus` via App\Modules\Exchange\Controllers\MetaMaskController::getNetworkStatus, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Get Transaction Status,/Exchange/MetaMask/getTransactionStatus,POST,App\Modules\Exchange\Controllers\MetaMaskController,getTransactionStatus,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/getTransactionStatus` via App\Modules\Exchange\Controllers\MetaMaskController::getTransactionStatus, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Refresh Wallet,/Exchange/MetaMask/refreshWallet,POST,App\Modules\Exchange\Controllers\MetaMaskController,refreshWallet,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/refreshWallet` via App\Modules\Exchange\Controllers\MetaMaskController::refreshWallet, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Send Asset,/Exchange/MetaMask/sendAsset,POST,App\Modules\Exchange\Controllers\MetaMaskController,sendAsset,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/sendAsset` via App\Modules\Exchange\Controllers\MetaMaskController::sendAsset, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Sign Transaction,/Exchange/MetaMask/signTransaction,POST,App\Modules\Exchange\Controllers\MetaMaskController,signTransaction,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/signTransaction` via App\Modules\Exchange\Controllers\MetaMaskController::signTransaction, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Validate Address,/Exchange/MetaMask/validateAddress,POST,App\Modules\Exchange\Controllers\MetaMaskController,validateAddress,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/validateAddress` via App\Modules\Exchange\Controllers\MetaMaskController::validateAddress, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,MetaMask,MetaMask – Verify Signature,/Exchange/MetaMask/verifySignature,POST,App\Modules\Exchange\Controllers\MetaMaskController,verifySignature,User Dashboard,active,"Handles POST requests to `/Exchange/MetaMask/verifySignature` via App\Modules\Exchange\Controllers\MetaMaskController::verifySignature, helping signed-in users work within the MetaMask tools.",false,false,false,Exchange > MetaMask,
Exchange,Solana,Solana – Solana,/Exchange/Solana,GET,App\Modules\Exchange\Controllers\SolanaController,index,User Dashboard,active,"Handles GET requests to `/Exchange/Solana` via App\Modules\Exchange\Controllers\SolanaController::index, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana
Exchange,Solana,Solana – Assets,/Exchange/Solana/Assets,GET,App\Modules\Exchange\Controllers\SolanaController,assets,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Assets` via App\Modules\Exchange\Controllers\SolanaController::assets, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-assets
Exchange,Solana,Solana – Create,/Exchange/Solana/Create,GET,App\Modules\Exchange\Controllers\SolanaController,create,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Create` via App\Modules\Exchange\Controllers\SolanaController::create, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-create
Exchange,Solana,Solana – Create,/Exchange/Solana/Create/Wallet,GET,App\Modules\Exchange\Controllers\SolanaController,create,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Create/Wallet` via App\Modules\Exchange\Controllers\SolanaController::create, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-create-wallet
Exchange,Solana,Solana – Create,/Exchange/Solana/Create/Wallet,POST,App\Modules\Exchange\Controllers\SolanaController,create,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/Create/Wallet` via App\Modules\Exchange\Controllers\SolanaController::create, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,
Exchange,Solana,Solana – Import,/Exchange/Solana/Import,GET,App\Modules\Exchange\Controllers\SolanaController,import,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Import` via App\Modules\Exchange\Controllers\SolanaController::import, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-import
Exchange,Solana,Solana – Import Wallet,/Exchange/Solana/Import/Wallet,GET,App\Modules\Exchange\Controllers\SolanaController,importWallet,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Import/Wallet` via App\Modules\Exchange\Controllers\SolanaController::importWallet, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-import-wallet
Exchange,Solana,Solana – Import Wallet,/Exchange/Solana/Import/Wallet,POST,App\Modules\Exchange\Controllers\SolanaController,importWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/Import/Wallet` via App\Modules\Exchange\Controllers\SolanaController::importWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,
Exchange,Solana,Solana – Coin Swap,/Exchange/Solana/Swap,GET,App\Modules\Exchange\Controllers\SolanaController,coinSwap,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Swap` via App\Modules\Exchange\Controllers\SolanaController::coinSwap, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-coin-swap
Exchange,Solana,Solana – Test Page,/Exchange/Solana/Test-Page,GET,App\Modules\Exchange\Controllers\SolanaController,testPage,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Test-Page` via App\Modules\Exchange\Controllers\SolanaController::testPage, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-test-page
Exchange,Solana,Solana – Connect Wallet,/Exchange/Solana/Wallet/Connect,POST,App\Modules\Exchange\Controllers\SolanaController,connectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/Wallet/Connect` via App\Modules\Exchange\Controllers\SolanaController::connectWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: mymi-solana-connect-wallet
Exchange,Solana,Solana – Disconnect Wallet,/Exchange/Solana/Wallet/Disconnect,POST,App\Modules\Exchange\Controllers\SolanaController,disconnectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/Wallet/Disconnect` via App\Modules\Exchange\Controllers\SolanaController::disconnectWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: mymi-solana-disconnect-wallet
Exchange,Solana,Solana – Disconnect Wallet,/Exchange/Solana/Wallet/Disconnect/(:segment),GET,App\Modules\Exchange\Controllers\SolanaController,disconnectWallet,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Wallet/Disconnect/(:segment)` via App\Modules\Exchange\Controllers\SolanaController::disconnectWallet, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-create
Exchange,Solana,Solana – Execute Swap,/Exchange/Solana/Wallet/Execute-Swap,GET,App\Modules\Exchange\Controllers\SolanaController,executeSwap,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Wallet/Execute-Swap` via App\Modules\Exchange\Controllers\SolanaController::executeSwap, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-execute-swap
Exchange,Solana,Solana – Execute Swap,/Exchange/Solana/Wallet/Execute-Swap,POST,App\Modules\Exchange\Controllers\SolanaController,executeSwap,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/Wallet/Execute-Swap` via App\Modules\Exchange\Controllers\SolanaController::executeSwap, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,
Exchange,Solana,Solana – Refresh Wallet,/Exchange/Solana/Wallet/Refresh,POST,App\Modules\Exchange\Controllers\SolanaController,refreshWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/Wallet/Refresh` via App\Modules\Exchange\Controllers\SolanaController::refreshWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: mymi-solana-refresh-wallet
Exchange,Solana,Solana – Verify Wallet Ownership,/Exchange/Solana/Wallet/Verify-Ownership,GET,App\Modules\Exchange\Controllers\SolanaController,verifyWalletOwnership,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Wallet/Verify-Ownership` via App\Modules\Exchange\Controllers\SolanaController::verifyWalletOwnership, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-verify-wallet
Exchange,Solana,Solana – Verify Wallet Ownership,/Exchange/Solana/Wallet/Verify-Ownership,POST,App\Modules\Exchange\Controllers\SolanaController,verifyWalletOwnership,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/Wallet/Verify-Ownership` via App\Modules\Exchange\Controllers\SolanaController::verifyWalletOwnership, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,
Exchange,Solana,Solana – View Assets,/Exchange/Solana/Wallet/ViewAssets,GET,App\Modules\Exchange\Controllers\SolanaController,viewAssets,User Dashboard,active,"Handles GET requests to `/Exchange/Solana/Wallet/ViewAssets` via App\Modules\Exchange\Controllers\SolanaController::viewAssets, helping signed-in users work within the Solana tools.",true,false,false,Exchange > Solana,alias: mymi-solana-view-assets
Exchange,Solana,Solana – View Assets,/Exchange/Solana/Wallet/ViewAssets,POST,App\Modules\Exchange\Controllers\SolanaController,viewAssets,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/Wallet/ViewAssets` via App\Modules\Exchange\Controllers\SolanaController::viewAssets, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,
Exchange,Solana,Solana – Create Solana Wallet,/Exchange/Solana/createSolanaWallet,POST,App\Modules\Exchange\Controllers\SolanaController,createSolanaWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/createSolanaWallet` via App\Modules\Exchange\Controllers\SolanaController::createSolanaWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,
Exchange,Solana,Solana – Fetch Frontend Data,/Exchange/Solana/fetchFrontendData,POST,App\Modules\Exchange\Controllers\SolanaController,fetchFrontendData,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/fetchFrontendData` via App\Modules\Exchange\Controllers\SolanaController::fetchFrontendData, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,requires filter csrf
Exchange,Solana,Solana – Provision Default Wallet,/Exchange/Solana/provisionDefaultWallet,POST,App\Modules\Exchange\Controllers\SolanaController,provisionDefaultWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/provisionDefaultWallet` via App\Modules\Exchange\Controllers\SolanaController::provisionDefaultWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,requires filter csrf
Exchange,Solana,Solana – Update Solana Prices,/Exchange/Solana/updatePrices,POST,App\Modules\Exchange\Controllers\SolanaController,updateSolanaPrices,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/updatePrices` via App\Modules\Exchange\Controllers\SolanaController::updateSolanaPrices, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,
Exchange,Solana,Solana – Update Solana Tokens,/Exchange/Solana/updateTokens,POST,App\Modules\Exchange\Controllers\SolanaController,updateSolanaTokens,User Dashboard,active,"Handles POST requests to `/Exchange/Solana/updateTokens` via App\Modules\Exchange\Controllers\SolanaController::updateSolanaTokens, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,
Exchange,Solana,Solana – Connect Wallet,/Exchange/Wallet/Connect/MetaMask,POST,App\Modules\Exchange\Controllers\SolanaController,connectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Connect/MetaMask` via App\Modules\Exchange\Controllers\SolanaController::connectWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: connect-wallet-metamask
Exchange,Solana,Solana – Connect Wallet,/Exchange/Wallet/Connect/Phantom,POST,App\Modules\Exchange\Controllers\SolanaController,connectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Connect/Phantom` via App\Modules\Exchange\Controllers\SolanaController::connectWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: connect-wallet-phantom
Exchange,Solana,Solana – Connect Wallet,/Exchange/Wallet/Connect/Solflare,POST,App\Modules\Exchange\Controllers\SolanaController,connectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Connect/Solflare` via App\Modules\Exchange\Controllers\SolanaController::connectWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: connect-wallet-solflare
Exchange,Solana,Solana – Connect Wallet,/Exchange/Wallet/Connect/TrustWallet,POST,App\Modules\Exchange\Controllers\SolanaController,connectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Connect/TrustWallet` via App\Modules\Exchange\Controllers\SolanaController::connectWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: connect-wallet-trustwallet
Exchange,Solana,Solana – Disconnect Wallet,/Exchange/Wallet/Disconnect/MetaMask,POST,App\Modules\Exchange\Controllers\SolanaController,disconnectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Disconnect/MetaMask` via App\Modules\Exchange\Controllers\SolanaController::disconnectWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: disconnect-wallet-metamask
Exchange,Solana,Solana – Disconnect Wallet,/Exchange/Wallet/Disconnect/Phantom,POST,App\Modules\Exchange\Controllers\SolanaController,disconnectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Disconnect/Phantom` via App\Modules\Exchange\Controllers\SolanaController::disconnectWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: disconnect-wallet-phantom
Exchange,Solana,Solana – Disconnect Wallet,/Exchange/Wallet/Disconnect/Solflare,POST,App\Modules\Exchange\Controllers\SolanaController,disconnectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Disconnect/Solflare` via App\Modules\Exchange\Controllers\SolanaController::disconnectWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: disconnect-wallet-solflare
Exchange,Solana,Solana – Disconnect Wallet,/Exchange/Wallet/Disconnect/TrustWallet,POST,App\Modules\Exchange\Controllers\SolanaController,disconnectWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Disconnect/TrustWallet` via App\Modules\Exchange\Controllers\SolanaController::disconnectWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: disconnect-wallet-trustwallet
Exchange,Solana,Solana – Refresh Wallet,/Exchange/Wallet/Refresh/MetaMask,POST,App\Modules\Exchange\Controllers\SolanaController,refreshWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Refresh/MetaMask` via App\Modules\Exchange\Controllers\SolanaController::refreshWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: refresh-wallet-metamask
Exchange,Solana,Solana – Refresh Wallet,/Exchange/Wallet/Refresh/Phantom,POST,App\Modules\Exchange\Controllers\SolanaController,refreshWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Refresh/Phantom` via App\Modules\Exchange\Controllers\SolanaController::refreshWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: refresh-wallet-phantom
Exchange,Solana,Solana – Refresh Wallet,/Exchange/Wallet/Refresh/Solflare,POST,App\Modules\Exchange\Controllers\SolanaController,refreshWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Refresh/Solflare` via App\Modules\Exchange\Controllers\SolanaController::refreshWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: refresh-wallet-solflare
Exchange,Solana,Solana – Refresh Wallet,/Exchange/Wallet/Refresh/TrustWallet,POST,App\Modules\Exchange\Controllers\SolanaController,refreshWallet,User Dashboard,active,"Handles POST requests to `/Exchange/Wallet/Refresh/TrustWallet` via App\Modules\Exchange\Controllers\SolanaController::refreshWallet, helping signed-in users work within the Solana tools.",false,false,false,Exchange > Solana,alias: refresh-wallet-trustwallet
Health,Health,Health – Health,/health,GET,App\Controllers\Health,index,Public,active,"Handles GET requests to `/health` via App\Controllers\Health::index, sharing public-facing marketing or content.",true,false,false,Health > Health,
Health,Health,Health – Status,/status,GET,App\Controllers\Health,status,Public,active,"Handles GET requests to `/status` via App\Controllers\Health::status, sharing public-facing marketing or content.",true,false,false,Health > Health,
Home,Home,Home – Home,/,GET,App\Controllers\Home,index,Public,active,"Handles GET requests to `/` via App\Controllers\Home::index, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Apex Referral,/Apex/Referral,GET,App\Controllers\Home,apexReferral,Public,active,"Handles GET requests to `/Apex/Referral` via App\Controllers\Home::apexReferral, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Apex Referral,/Apex/Referral/(:segment),GET,App\Controllers\Home,apexReferral,Public,active,"Handles GET requests to `/Apex/Referral/(:segment)` via App\Controllers\Home::apexReferral, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Corporate Earnings,/Corporate-Earnings,GET,App\Controllers\Home,corporateEarnings,Public,active,"Handles GET requests to `/Corporate-Earnings` via App\Controllers\Home::corporateEarnings, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Corporate Earnings,/Corporate-Earnings/(:segment),GET,App\Controllers\Home,corporateEarnings,Public,active,"Handles GET requests to `/Corporate-Earnings/(:segment)` via App\Controllers\Home::corporateEarnings, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Economic Calendar,/Economic-Calendar,GET,App\Controllers\Home,economicCalendar,Public,active,"Handles GET requests to `/Economic-Calendar` via App\Controllers\Home::economicCalendar, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Economic Calendar Content,/Economic-Calendar/(:segment),GET,App\Controllers\Home,economicCalendarContent,Public,active,"Handles GET requests to `/Economic-Calendar/(:segment)` via App\Controllers\Home::economicCalendarContent, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Getting Started,/Getting-Started,GET,App\Controllers\Home,gettingStarted,Public,active,"Handles GET requests to `/Getting-Started` via App\Controllers\Home::gettingStarted, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Getting Started,/Getting-Started/(:segment),GET,App\Controllers\Home,gettingStarted,Public,active,"Handles GET requests to `/Getting-Started/(:segment)` via App\Controllers\Home::gettingStarted, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Getting Started,/Getting-Started/(:segment)/(:segment),GET,App\Controllers\Home,gettingStarted,Public,active,"Handles GET requests to `/Getting-Started/(:segment)/(:segment)` via App\Controllers\Home::gettingStarted, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Memberships,/Memberships,GET,App\Controllers\Home,memberships,Public,active,"Handles GET requests to `/Memberships` via App\Controllers\Home::memberships, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Memberships,/Memberships/(:segment),GET,App\Controllers\Home,memberships,Public,active,"Handles GET requests to `/Memberships/(:segment)` via App\Controllers\Home::memberships, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Preview Alert,/Preview/Alert/(:segment),GET,App\Controllers\Home,previewAlert,Public,active,"Handles GET requests to `/Preview/Alert/(:segment)` via App\Controllers\Home::previewAlert, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Privacy Policy,/Privacy-Policy,GET,App\Controllers\Home,privacyPolicy,Public,active,"Handles GET requests to `/Privacy-Policy` via App\Controllers\Home::privacyPolicy, sharing public-facing marketing or content.",true,false,false,Home > Home,
Home,Home,Home – Terms Of Service,/Terms-Of-Service,GET,App\Controllers\Home,termsOfService,Public,active,"Handles GET requests to `/Terms-Of-Service` via App\Controllers\Home::termsOfService, sharing public-facing marketing or content.",true,false,false,Home > Home,
Management,Admin,Admin – Admin,/Management/Admin,GET,App\Modules\Management\Controllers\AdminController,index,Admin / Management,active,"Handles GET requests to `/Management/Admin` via App\Modules\Management\Controllers\AdminController::index, supporting staff workflows for Admin.",true,false,false,Management > Admin,
Management,Alerts,Alerts – Alerts,/Management/Alerts,GET,App\Modules\Management\Controllers\AlertsController,index,Admin / Management,active,"Handles GET requests to `/Management/Alerts` via App\Modules\Management\Controllers\AlertsController::index, supporting staff workflows for Alerts.",true,false,false,Management > Alerts,
Management,Alerts,Alerts – Add,/Management/Alerts/Add/(:segment),GET,App\Modules\Management\Controllers\AlertsController,add,Admin / Management,active,"Handles GET requests to `/Management/Alerts/Add/(:segment)` via App\Modules\Management\Controllers\AlertsController::add, supporting staff workflows for Alerts.",true,false,false,Management > Alerts,
