method,route,name,handler,before_filters,after_filters,route_class,classification_status,classification_reason,recommended_gt001c_action,malformed_handler,blank_filters
GET,Features/Brokerage-Integrations,»,\App\Modules\Advertise\Controllers\FeaturesController::BrokerageIntegrations,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Features/Brokerage-Integration,»,\App\Modules\Advertise\Controllers\FeaturesController::BrokerageIntegrations,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Features/MyMI-Gold,»,\App\Modules\Advertise\Controllers\HowItWorks::MyMIGold,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Management/API,»,\App\Modules\Management\Controllers\APIAdminController::index,"botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck role:admin,team","role:admin,team cspoff sessionTracker requestLifecycle observability jsonException toolbar",ADMIN_AUTH,OK,Permission/role guard is present.,none,no,no
GET,Management/API/([^/]+),»,\App\Modules\Management\Controllers\APIAdminController::index,"botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck role:admin,team","role:admin,team cspoff sessionTracker requestLifecycle observability jsonException toolbar",ADMIN_AUTH,OK,Permission/role guard is present.,none,no,no
GET,Management/Docs,»,\App\Modules\Management\Controllers\DocsAdminController::index,"botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck role:admin,team","role:admin,team cspoff sessionTracker requestLifecycle observability jsonException toolbar",ADMIN_AUTH,OK,Permission/role guard is present.,none,no,no
GET,Management/Docs/(.*),»,\App\Modules\Management\Controllers\DocsAdminController::browse/$1,"botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck role:admin,team","role:admin,team cspoff sessionTracker requestLifecycle observability jsonException toolbar",ADMIN_AUTH,OK,Permission/role guard is present.,none,no,no
GET,Knowledgebase,»,\App\Modules\User\Controllers\KnowledgebaseController::index,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/Account-And-Billing,»,\App\Modules\User\Controllers\KnowledgebaseController::accountBilling,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/Assets,»,\App\Modules\User\Controllers\KnowledgebaseController::assets,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/Integrating-Wallets,»,\App\Modules\User\Controllers\KnowledgebaseController::integratingWallets,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/Investor-Profile,»,\App\Modules\User\Controllers\KnowledgebaseController::investorProfile,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/KYC-Verification,»,\App\Modules\User\Controllers\KnowledgebaseController::KYCVerification,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/MyMI-Partnerships,»,\App\Modules\User\Controllers\KnowledgebaseController::partnerships,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/Promoted-Articles,»,\App\Modules\User\Controllers\KnowledgebaseController::promotedArticles,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/Technical-Support,»,\App\Modules\User\Controllers\KnowledgebaseController::technicalSupport,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/Trade-Tracker,»,\App\Modules\User\Controllers\KnowledgebaseController::tradeTracker,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/Tutorials,»,\App\Modules\User\Controllers\KnowledgebaseController::tutorials,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/Types-Of-Accounts,»,\App\Modules\User\Controllers\KnowledgebaseController::typesOfAccounts,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Knowledgebase/(.*),»,\App\Modules\User\Controllers\KnowledgebaseController::show/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Subscribe,»,\App\Modules\Blog\Controllers\SubscribeController::index,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Subscribe//Daily-Financial-News,»,\App\Modules\Blog\Controllers\SubscribeController::index,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Subscribe/Submit,»,\App\Modules\Blog\Controllers\SubscribeController::submit,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,API/Alerts/processBrokerEmails,»,\App\Modules\APIs\Controllers\AlertsController::processBrokerEmails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked cronKey,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,no,no
GET,API/Alerts/processAllEmails,»,\App\Modules\APIs\Controllers\AlertsController::processAllEmails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked cronKey,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,no,no
GET,API/Alerts/previewScraper/([0-9]+),»,\App\Modules\APIs\Controllers\AlertsController::previewScraper/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,system/healthz,»,\App\Controllers\System\HealthController::healthz,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf,cspoff sessionTracker requestLifecycle observability jsonException toolbar,PUBLIC,REVIEW_REQUIRED,Default public classification requires owner review.,owner_review_before_launch,no,no
GET,system/diag,»,\App\Controllers\System\HealthController::diag,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf,cspoff sessionTracker requestLifecycle observability jsonException toolbar,PUBLIC,REVIEW_REQUIRED,Default public classification requires owner review.,owner_review_before_launch,no,no
GET,Subscribe/Daily-Financial-News,»,(Closure),maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Blog/Investing/(.*),»,(Closure),maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf,cspoff sessionTracker requestLifecycle observability jsonException toolbar,PUBLIC,OK,Recognized public/lifecycle route.,none,no,no
GET,Tax,»,\App\Modules\User\Tax\Controllers\Tax::index,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Tax/create,»,\App\Modules\User\Tax\Controllers\Tax::create,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Tax/edit/([0-9]+),»,\App\Modules\User\Tax\Controllers\Tax::edit/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Tax/view/([0-9]+),»,\App\Modules\User\Tax\Controllers\Tax::view/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Tax/preview/([0-9]+),»,\App\Modules\User\Tax\Controllers\Tax::preview/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Tax/ajax/recalc/([0-9]+),»,\App\Modules\User\Tax\Controllers\Tax::ajaxRecalc/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Tax/export/json/([0-9]+),»,\App\Modules\User\Tax\Controllers\Tax::exportJson/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Tax/export/csv/([0-9]+),»,\App\Modules\User\Tax\Controllers\Tax::exportCsv/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Admin/Tax,»,\App\Modules\Management\TaxAdmin\Controllers\TaxConfig::index,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Admin/Tax/Templates,»,\App\Modules\Management\TaxAdmin\Controllers\TaxConfig::templates,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Admin/Tax/Templates/edit/([0-9]+),»,\App\Modules\Management\TaxAdmin\Controllers\TaxConfig::editTemplate/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Admin/Tax/Jurisdictions,»,\App\Modules\Management\TaxAdmin\Controllers\TaxConfig::jurisdictions,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Admin/Tax/Rates,»,\App\Modules\Management\TaxAdmin\Controllers\TaxConfig::rates,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Admin/Tax/Rates/create,»,\App\Modules\Management\TaxAdmin\Controllers\TaxConfig::createRate,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Admin/Tax/Rates/edit/([0-9]+),»,\App\Modules\Management\TaxAdmin\Controllers\TaxConfig::editRate/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,API/Ops/healthcheck,»,\App\Modules\APIs\Controllers\App\Modules\Ops\Controllers\OpsController::healthcheck,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked internalToken,internalToken cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,yes,no
GET,API/Ops/commands,»,\App\Modules\APIs\Controllers\App\Modules\Ops\Controllers\OpsController::commands,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked internalToken,internalToken cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,yes,no
GET,API/Ops/public-pages/report,»,\App\Modules\APIs\Controllers\App\Modules\APIs\Controllers\OpsPublicPagesController::report,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked internalToken,internalToken cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,yes,no
GET,API/AiOps/snapshot,»,\App\Modules\APIs\Controllers\App\Modules\AIOps\Controllers\AIOpsController::snapshot,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked internalToken,internalToken cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,yes,no
GET,API/AiOps/gaps/docs,»,\App\Modules\APIs\Controllers\App\Modules\AIOps\Controllers\AIOpsController::docsGaps,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked internalToken,internalToken cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,yes,no
GET,API/Logs/summary,»,\App\Modules\APIs\Controllers\App\Modules\Logs\Controllers\LogsController::summary,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked internalToken,internalToken cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,yes,no
GET,API/ContentEngine/drafts/([^/]+),»,\App\Modules\APIs\Controllers\App\Modules\ContentEngine\Controllers\ContentEngineController::draft/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked internalToken,internalToken cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,yes,no
GET,API/Chat/health,»,\App\Modules\APIs\Controllers\App\Modules\Chat\Controllers\ChatController::health,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked internalToken,internalToken cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,yes,no
GET,API/Chat/usage,»,\App\Modules\APIs\Controllers\App\Modules\Chat\Controllers\ChatController::usage,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked internalToken,internalToken cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,OK,Internal token or cron key guard is present.,none,yes,no
GET,Dashboard/Economy/Widget,»,\App\Modules\User\Controllers\EconomyController::dashboardWidget,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,investments/economy/update_all,»,\App\Modules\User\Controllers\EconomyController::updateAll,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,investments/fundamentals/([^/]+),»,\App\Modules\APIs\Controllers\InvestmentsAPIController::fundamentals/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Dashboard/PropFirms,»,\App\Modules\PropFirms\Controllers\PropFirmsController::index,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Dashboard/propfirms,»,\App\Modules\PropFirms\Controllers\PropFirmsController::index,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,PropFirms,»,\App\Modules\PropFirms\Controllers\PropFirmsController::index,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,PropFirms/RuleSets,»,\App\Modules\PropFirms\Controllers\PropFirmsController::ruleSets,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,PropFirms/Accounts,»,\App\Modules\PropFirms\Controllers\AccountsController::index,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,PropFirms/Accounts/create,»,\App\Modules\PropFirms\Controllers\AccountsController::create,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,PropFirms/Accounts/([0-9]+),»,\App\Modules\PropFirms\Controllers\AccountsController::detail/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,PropFirms/Accounts/([0-9]+)/edit,»,\App\Modules\PropFirms\Controllers\AccountsController::edit/$1,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,PropFirms/Replay/([0-9]+)/([^/]+),»,\App\Modules\PropFirms\Controllers\ReplayController::index/$1/$2,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,PropFirms/Notifications,»,\App\Modules\PropFirms\Controllers\NotificationsController::index,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,API/account-state/([0-9]+),»,\App\Modules\PropFirms\Controllers\AccountsController::accountState/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,API/PropFirms/replay/([0-9]+)/([^/]+),»,\App\Modules\PropFirms\Controllers\ReplayController::apiReplay/$1/$2,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,API/PropFirms/replay/([0-9]+)/diagnostics,»,\App\Modules\PropFirms\Controllers\ReplayController::diagnosticsSummary/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked login noStore,noStore login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,Management/Marketing/Blogger,»,\App\Controllers\App\Modules\Management\Controllers\Marketing\BloggerController::index,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck auth,auth cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,yes,no
GET,Management/Marketing/Blogger/preview/(.*),»,\App\Controllers\App\Modules\Management\Controllers\Marketing\BloggerController::preview/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck auth,auth cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,yes,no
GET,Management/ContentEngine/previewPost/([0-9]+),»,\App\Controllers\App\Modules\Management\Controllers\ContentEngineController::previewPost/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck auth,auth cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,yes,no
GET,Management/OpsInbox,»,\App\Controllers\App\Modules\Management\Controllers\OpsInboxController::index,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck role:admin,role:admin cspoff sessionTracker requestLifecycle observability jsonException toolbar,ADMIN_AUTH,OK,Permission/role guard is present.,none,yes,no
GET,Management/OpsInbox/view/([0-9]+),»,\App\Controllers\App\Modules\Management\Controllers\OpsInboxController::view/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck role:admin,role:admin cspoff sessionTracker requestLifecycle observability jsonException toolbar,ADMIN_AUTH,OK,Permission/role guard is present.,none,yes,no
GET,ScriptStudio/Export/([0-9]+)/(.*),»,\App\Modules\ScriptStudio\Controllers\ScriptStudioController::export/$1/$2,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
GET,forgot,»,\Myth\Auth\Controllers\AuthController::forgotPassword,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf,no-cache cspoff sessionTracker requestLifecycle observability jsonException toolbar,PUBLIC,REVIEW_REQUIRED,Default public classification requires owner review.,owner_review_before_launch,no,no
GET,index.php/(.*),»,$1,,,DEPRECATED_OR_DISABLED,REVIEW_REQUIRED,No filters recognized and no safe public classification matched.,owner_review_before_launch,no,yes
GET,index.php/images/(.*),»,images/$1,,,DEPRECATED_OR_DISABLED,REVIEW_REQUIRED,No filters recognized and no safe public classification matched.,owner_review_before_launch,no,yes
GET,News,»,Blog/News-And-Updates,,,DEPRECATED_OR_DISABLED,REVIEW_REQUIRED,No filters recognized and no safe public classification matched.,owner_review_before_launch,no,yes
GET,Dashboard/PropFirm,»,PropFirms,,,USER_AUTH,MISSING_GUARD,Product/user route pattern detected but no user auth guard was recognized.,add_or_confirm_login_authcheck_guard,no,yes
GET,Features/Advanced-Investment-Portfoio-Manager,»,Features/Advanced-Investment-Portfolio-Manager,,,USER_AUTH,MISSING_GUARD,Product/user route pattern detected but no user auth guard was recognized.,add_or_confirm_login_authcheck_guard,no,yes
GET,Premium-Features/Advanced-Trade-Tracker,»,Investments/Trade-Tracker,,,USER_AUTH,MISSING_GUARD,Product/user route pattern detected but no user auth guard was recognized.,add_or_confirm_login_authcheck_guard,no,yes
GET,Premium-Features/Wallets,»,Wallets/Manager,,,USER_AUTH,MISSING_GUARD,Product/user route pattern detected but no user auth guard was recognized.,add_or_confirm_login_authcheck_guard,no,yes
GET,How-To-Guides,»,Knowledgebase/Tutorials,,,DEPRECATED_OR_DISABLED,REVIEW_REQUIRED,No filters recognized and no safe public classification matched.,owner_review_before_launch,no,yes
GET,Investments/Reports,»,Investments/Trade-Tracker,,,USER_AUTH,MISSING_GUARD,Product/user route pattern detected but no user auth guard was recognized.,add_or_confirm_login_authcheck_guard,no,yes
POST,index.php/login,»,\App\Controllers\AuthController::attemptLogin,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck,cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,OK,Login/auth/authcheck guard is present.,none,no,no
POST,index.php/register,»,\App\Controllers\AuthController::attemptRegister,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf,cspoff sessionTracker requestLifecycle observability jsonException toolbar,PUBLIC,REVIEW_REQUIRED,Default public classification requires owner review.,owner_review_before_launch,no,no
POST,admin/ops/health/run,»,\App\Controllers\OpsHealthController::run,maintenance botBlocker requestLifecycle observability ratelimit throttle sessionRevoked csrf authcheck permission:admin.access,permission:admin.access cspoff sessionTracker requestLifecycle observability jsonException toolbar,ADMIN_AUTH,OK,Permission/role guard is present.,none,no,no
POST,API/CoinVault/contributionEvent,»,\App\Modules\CoinVault\Controllers\Api\CoinVaultApiController::contributionEvent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
POST,API/CoinVault/approveContribution/([0-9]+),»,\App\Modules\CoinVault\Controllers\Api\CoinVaultApiController::approveContribution/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked permission:admin.access,permission:admin.access cspoff sessionTracker requestLifecycle observability jsonException toolbar,ADMIN_AUTH,OK,Permission/role guard is present.,none,no,no
POST,API/CoinVault/rejectContribution/([0-9]+),»,\App\Modules\CoinVault\Controllers\Api\CoinVaultApiController::rejectContribution/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked permission:admin.access,permission:admin.access cspoff sessionTracker requestLifecycle observability jsonException toolbar,ADMIN_AUTH,OK,Permission/role guard is present.,none,no,no
POST,API/CoinVault/requestPayout,»,\App\Modules\CoinVault\Controllers\Api\CoinVaultApiController::requestPayout,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked login,login cspoff sessionTracker requestLifecycle observability jsonException toolbar,USER_AUTH,REVIEW_REQUIRED,User-auth route changes state; confirm CSRF or equivalent protection.,owner_review_before_launch,no,no
POST,API/CoinVault/approvePayout/([0-9]+),»,\App\Modules\CoinVault\Controllers\Api\CoinVaultApiController::approvePayout/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked permission:admin.access,permission:admin.access cspoff sessionTracker requestLifecycle observability jsonException toolbar,ADMIN_AUTH,OK,Permission/role guard is present.,none,no,no
