Module,Area,FeatureName,RoutePath,FullUrl,Category,Status,TargetKeywords,SchemaTypes,HasJsonLd,HasOpenGraph,HasTwitterCard,CanonicalUrl,HasCanonicalTag,InternalLinkPriority,HasFooterLink,HasSidebarLink,HasBreadcrumb,HasRelatedFeaturesBlock,LinkedFromModules,LinkedFromRoutes,Notes
Management,Marketing,Marketing – Generate Content,/Management/Marketing/generateContent,https://www.mymiwallet.com/Management/Marketing/generateContent,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/generateContent,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Generate Daily Content Digest,/Management/Marketing/generateDailyContentDigest,https://www.mymiwallet.com/Management/Marketing/generateDailyContentDigest,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/generateDailyContentDigest,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Generate Grouped Content Drafts,/Management/Marketing/Grouped-Content-Drafts,https://www.mymiwallet.com/Management/Marketing/Grouped-Content-Drafts,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Grouped-Content-Drafts,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Generate Newsletter Content,/Management/Marketing/generateNewsletter,https://www.mymiwallet.com/Management/Marketing/generateNewsletter,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition","NewsArticle,WebPage",todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/generateNewsletter,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Get Recent Scrapes,/Management/Marketing/getRecentScrapes,https://www.mymiwallet.com/Management/Marketing/getRecentScrapes,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/getRecentScrapes,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Ideas,/Management/Marketing/Ideas,https://www.mymiwallet.com/Management/Marketing/Ideas,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Ideas,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Marketing,/Management/Marketing,https://www.mymiwallet.com/Management/Marketing,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Post Creator,/Management/Marketing/Post-Creator,https://www.mymiwallet.com/Management/Marketing/Post-Creator,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Post-Creator,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Preview Generated Post,/Management/Marketing/previewGeneratedPost/(:num),https://www.mymiwallet.com/Management/Marketing/previewGeneratedPost/(:num),Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/previewGeneratedPost/(:num),todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Promote,/Management/Marketing/Promote,https://www.mymiwallet.com/Management/Marketing/Promote,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Promote,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Promote,/Management/Marketing/Promote/(:segment),https://www.mymiwallet.com/Management/Marketing/Promote/(:segment),Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Promote/(:segment),todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Reject Content,/Management/Marketing/Reject-Content/(:num),https://www.mymiwallet.com/Management/Marketing/Reject-Content/(:num),Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Reject-Content/(:num),todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Run Content Generation,/Management/Marketing/RunContentGeneration,https://www.mymiwallet.com/Management/Marketing/RunContentGeneration,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/RunContentGeneration,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Schedule,/Management/Marketing/Schedule,https://www.mymiwallet.com/Management/Marketing/Schedule,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Schedule,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Schedule,/Management/Marketing/Schedule/(:segment),https://www.mymiwallet.com/Management/Marketing/Schedule/(:segment),Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Schedule/(:segment),todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Schedule Newsletter Campaign,/Management/Marketing/scheduleNewsletters,https://www.mymiwallet.com/Management/Marketing/scheduleNewsletters,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition","NewsArticle,WebPage",todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/scheduleNewsletters,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Send Notification,/Management/Marketing/sendNotification,https://www.mymiwallet.com/Management/Marketing/sendNotification,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/sendNotification,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Send Schedule Newsletter,/Management/Marketing/sendNewsletter,https://www.mymiwallet.com/Management/Marketing/sendNewsletter,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition","NewsArticle,WebPage",todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/sendNewsletter,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Standalone Scrape,/Management/Marketing/Quick-Scraper,https://www.mymiwallet.com/Management/Marketing/Quick-Scraper,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Quick-Scraper,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Submit Daily Log,/Management/Marketing/submitDailyLog,https://www.mymiwallet.com/Management/Marketing/submitDailyLog,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/submitDailyLog,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Test,/Management/Marketing/Test,https://www.mymiwallet.com/Management/Marketing/Test,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Test,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Top Communities,/Management/Marketing/Exchange/Top-Communities,https://www.mymiwallet.com/Management/Marketing/Exchange/Top-Communities,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Exchange/Top-Communities,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Top Communities,/Management/Marketing/Exchange/Top-Communities/(:segment),https://www.mymiwallet.com/Management/Marketing/Exchange/Top-Communities/(:segment),Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Exchange/Top-Communities/(:segment),todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Twitter Dashboard,/Management/Marketing/Twitter,https://www.mymiwallet.com/Management/Marketing/Twitter,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Twitter,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – Video Creator,/Management/Marketing/Video-Creator,https://www.mymiwallet.com/Management/Marketing/Video-Creator,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Video-Creator,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – View Daily Logs,/Management/Marketing/Daily-Log,https://www.mymiwallet.com/Management/Marketing/Daily-Log,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Daily-Log,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – View Email,/Management/Marketing/Email/(:any)/(:any),https://www.mymiwallet.com/Management/Marketing/Email/(:any)/(:any),Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/Email/(:any)/(:any),todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – View Email,/Management/Marketing/View-Email/(:segment)/(:segment),https://www.mymiwallet.com/Management/Marketing/View-Email/(:segment)/(:segment),Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/View-Email/(:segment)/(:segment),todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Marketing,Marketing – View-Grouped-Summaries,/Management/Marketing/View-Grouped-Summaries,https://www.mymiwallet.com/Management/Marketing/View-Grouped-Summaries,Admin / Management,active,"financial marketing platform,growth marketing tools,campaign analytics,customer acquisition",WebApplication,todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/View-Grouped-Summaries,todo,medium,todo,todo,todo,todo,"Marketing:Landing,Marketing:News","/,/News-And-Updates",
Management,Operations,Operations – Operations,/Management/Operations,https://www.mymiwallet.com/Management/Operations,Admin / Management,active,"operations operations,operations tools,management dashboard,handles requests management operations,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Operations,todo,medium,todo,todo,todo,todo,,,
Management,Partners,Partners – Partners,/Management/Partners,https://www.mymiwallet.com/Management/Partners,Admin / Management,active,"partners partners,partners tools,management dashboard,handles requests management partners,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Partners,todo,medium,todo,todo,todo,todo,,,
Management,Projects,Projects – Projects,/Management/Projects,https://www.mymiwallet.com/Management/Projects,Admin / Management,active,"projects projects,projects tools,management dashboard,handles requests management projects,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Projects,todo,medium,todo,todo,todo,todo,,,
Management,Projects,Projects – Real Estate Quick Intake,/Management/Projects/Quick-Intake,https://www.mymiwallet.com/Management/Projects/Quick-Intake,Admin / Management,active,"projects real estate quick intake,projects tools,management dashboard,handles requests management projects,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Projects/Quick-Intake,todo,medium,todo,todo,todo,todo,,,
Management,Referrals,Referrals – Referrals,/Management/Referrals,https://www.mymiwallet.com/Management/Referrals,Admin / Management,active,"referrals referrals,referrals tools,management dashboard,handles requests management referrals,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Referrals,todo,medium,todo,todo,todo,todo,,,
Management,Security,Security – Security,/Management/Security,https://www.mymiwallet.com/Management/Security,Admin / Management,active,"security security,security tools,management dashboard,handles requests management security,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Security,todo,medium,todo,todo,todo,todo,,,
Management,Services,Services – Services,/Management/Services,https://www.mymiwallet.com/Management/Services,Admin / Management,active,"services services,services tools,management dashboard,handles requests management services,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Services,todo,medium,todo,todo,todo,todo,,,
Management,Users,Users – Ajax Block User,/Management/Users/ajaxBlockUser/(:segment),https://www.mymiwallet.com/Management/Users/ajaxBlockUser/(:segment),Admin / Management,active,"users ajax block user,users tools,management dashboard,handles post requests management,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Users/ajaxBlockUser/(:segment),todo,medium,todo,todo,todo,todo,,,
Management,Users,Users – Ajax Bulk Ban Users,/Management/Users/ajaxBulkBanUsers,https://www.mymiwallet.com/Management/Users/ajaxBulkBanUsers,Admin / Management,active,"users ajax bulk ban users,users tools,management dashboard,handles post requests management,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Users/ajaxBulkBanUsers,todo,medium,todo,todo,todo,todo,,,
Management,Users,Users – Profile,/Management/Users/Profile/(:segment),https://www.mymiwallet.com/Management/Users/Profile/(:segment),Admin / Management,active,"users profile,users tools,management dashboard,handles requests management users,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Users/Profile/(:segment),todo,medium,todo,todo,todo,todo,,,
Management,Users,Users – Users,/Management/Users,https://www.mymiwallet.com/Management/Users,Admin / Management,active,"users users,users tools,management dashboard,handles requests management users,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Users,todo,medium,todo,todo,todo,todo,,,
Management,Wallets,Wallets – Add User Gold Tasks,/Management/Marketing/MyMI-Gold/Tasks/Add,https://www.mymiwallet.com/Management/Marketing/MyMI-Gold/Tasks/Add,Admin / Management,active,"crypto wallet dashboard,digital asset tracker,portfolio wallet manager,wallet security tools","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Management/Marketing/MyMI-Gold/Tasks/Add,todo,high,todo,true,todo,todo,"User:Dashboard,User:Wallets","/Dashboard,/Budget,/Alerts",
Management,Wallets,Wallets – Reconcile,/Management/Wallets/Reconcile,https://www.mymiwallet.com/Management/Wallets/Reconcile,Admin / Management,active,"crypto wallet dashboard,digital asset tracker,portfolio wallet manager,wallet security tools","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Management/Wallets/Reconcile,todo,high,todo,true,todo,todo,"User:Dashboard,User:Wallets","/Dashboard,/Budget,/Alerts",
Management,Wallets,Wallets – Wallets,/Management/Wallets,https://www.mymiwallet.com/Management/Wallets,Admin / Management,active,"crypto wallet dashboard,digital asset tracker,portfolio wallet manager,wallet security tools","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Management/Wallets,todo,high,todo,true,todo,todo,"User:Dashboard,User:Wallets","/Dashboard,/Budget,/Alerts",
Management,WebDesign,WebDesign – Web Design,/Management/Web-Design,https://www.mymiwallet.com/Management/Web-Design,Admin / Management,active,"webdesign web design,webdesign tools,management dashboard,handles requests management design,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Management/Web-Design,todo,medium,todo,todo,todo,todo,,,
Ops,Ops,Ops – Opcache Reset,/_ops/opcache-reset,https://www.mymiwallet.com/_ops/opcache-reset,Public,active,"ops opcache reset,ops tools,ops dashboard,handles requests opcache reset,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/_ops/opcache-reset,todo,medium,true,todo,todo,todo,,,
Predictions,Predictions,Predictions – Markets,/Predictions/Markets,https://www.mymiwallet.com/Predictions/Markets,User Dashboard,active,"predictions markets,predictions tools,predictions dashboard,handles requests predictions markets,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Predictions/Markets,todo,medium,todo,todo,todo,todo,,,
Predictions,Predictions,Predictions – Portfolio,/Predictions/Portfolio,https://www.mymiwallet.com/Predictions/Portfolio,User Dashboard,active,"predictions portfolio,predictions tools,predictions dashboard,handles requests predictions portfolio,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Predictions/Portfolio,todo,medium,todo,todo,todo,todo,,,
Predictions,Predictions,Predictions – Predictions,/Predictions,https://www.mymiwallet.com/Predictions,User Dashboard,active,"predictions predictions,predictions tools,predictions dashboard,handles requests predictions modules,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Predictions,todo,medium,todo,todo,todo,todo,,,
Predictions,Predictions,Predictions – Settlements,/Predictions/Settlements,https://www.mymiwallet.com/Predictions/Settlements,User Dashboard,active,"predictions settlements,predictions tools,predictions dashboard,handles requests predictions settlements,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Predictions/Settlements,todo,medium,todo,todo,todo,todo,,,
Predictions,Predictions,Predictions – View,/Predictions/Market/(:num),https://www.mymiwallet.com/Predictions/Market/(:num),User Dashboard,active,"predictions view,predictions tools,predictions dashboard,handles requests predictions market,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Predictions/Market/(:num),todo,medium,todo,todo,todo,todo,,,
ScriptStudio,ScriptStudio,ScriptStudio – Create,/ScriptStudio/Create,https://www.mymiwallet.com/ScriptStudio/Create,User Dashboard,active,"scriptstudio create,scriptstudio tools,scriptstudio dashboard,handles requests scriptstudio create,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/ScriptStudio/Create,todo,medium,todo,todo,todo,todo,,,
ScriptStudio,ScriptStudio,ScriptStudio – Edit,/ScriptStudio/Edit/(:num),https://www.mymiwallet.com/ScriptStudio/Edit/(:num),User Dashboard,active,"scriptstudio edit,scriptstudio tools,scriptstudio dashboard,handles requests scriptstudio edit,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/ScriptStudio/Edit/(:num),todo,medium,todo,todo,todo,todo,,,
ScriptStudio,ScriptStudio,ScriptStudio – Export,/ScriptStudio/Export/(:num)/(:segment),https://www.mymiwallet.com/ScriptStudio/Export/(:num)/(:segment),User Dashboard,active,"scriptstudio export,scriptstudio tools,scriptstudio dashboard,handles requests scriptstudio export,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/ScriptStudio/Export/(:num)/(:segment),todo,medium,todo,todo,todo,todo,,,
ScriptStudio,ScriptStudio,ScriptStudio – Marketplace,/ScriptStudio/Marketplace,https://www.mymiwallet.com/ScriptStudio/Marketplace,User Dashboard,active,"scriptstudio marketplace,scriptstudio tools,scriptstudio dashboard,handles requests scriptstudio marketplace,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/ScriptStudio/Marketplace,todo,medium,todo,todo,todo,todo,,,
ScriptStudio,ScriptStudio,ScriptStudio – Preview,/ScriptStudio/Preview/(:num),https://www.mymiwallet.com/ScriptStudio/Preview/(:num),User Dashboard,active,"scriptstudio preview,scriptstudio tools,scriptstudio dashboard,handles requests scriptstudio preview,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/ScriptStudio/Preview/(:num),todo,medium,todo,todo,todo,todo,,,
ScriptStudio,ScriptStudio,ScriptStudio – Script Studio,/ScriptStudio,https://www.mymiwallet.com/ScriptStudio,User Dashboard,active,"scriptstudio script studio,scriptstudio tools,scriptstudio dashboard,handles requests scriptstudio modules,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/ScriptStudio,todo,medium,todo,todo,todo,todo,,,
ServiceWorker,ServiceWorker,ServiceWorker – Sw.Js,/sw.js,https://www.mymiwallet.com/sw.js,Public,active,"serviceworker sw js,serviceworker tools,serviceworker dashboard,handles requests controllers serviceworker,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/sw.js,todo,medium,true,todo,todo,todo,,,
Support,Support,Support – Article,/Support/Article/(:segment),https://www.mymiwallet.com/Support/Article/(:segment),Support / Help,active,"support center,help desk,knowledge base,customer support",WebPage,todo,todo,todo,https://www.mymiwallet.com/Support/Article/(:segment),todo,medium,true,todo,todo,todo,"Support:HelpCenter,User:Dashboard","/Support,/Dashboard",
Support,Support,Support – Faq,/Support/FAQ,https://www.mymiwallet.com/Support/FAQ,Support / Help,active,"support center,help desk,knowledge base,customer support",WebPage,todo,todo,todo,https://www.mymiwallet.com/Support/FAQ,todo,medium,true,todo,todo,todo,"Support:HelpCenter,User:Dashboard","/Support,/Dashboard",
Support,Support,Support – Send Test Email,/Support/Test-Email,https://www.mymiwallet.com/Support/Test-Email,Support / Help,active,"support center,help desk,knowledge base,customer support",WebPage,todo,todo,todo,https://www.mymiwallet.com/Support/Test-Email,todo,medium,true,todo,todo,todo,"Support:HelpCenter,User:Dashboard","/Support,/Dashboard",
Support,Support,Support – Support,/Support,https://www.mymiwallet.com/Support,Support / Help,active,"support center,help desk,knowledge base,customer support",WebPage,todo,todo,todo,https://www.mymiwallet.com/Support,todo,medium,true,todo,todo,todo,"Support:HelpCenter,User:Dashboard","/Support,/Dashboard",
Support,Support,Support – Test,/Support/Test,https://www.mymiwallet.com/Support/Test,Support / Help,active,"support center,help desk,knowledge base,customer support",WebPage,todo,todo,todo,https://www.mymiwallet.com/Support/Test,todo,medium,true,todo,todo,todo,"Support:HelpCenter,User:Dashboard","/Support,/Dashboard",
User,Account,Account – Create Link Token,/Accounts/createLinkToken,https://www.mymiwallet.com/Accounts/createLinkToken,User Dashboard,active,"account create link token,account tools,user dashboard,handles requests accounts createlinktoken,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Accounts/createLinkToken,todo,medium,todo,todo,todo,todo,,,alias: create-link-token
User,Advisor,Advisor – Advisors,/Advisors,https://www.mymiwallet.com/Advisors,User Dashboard,active,"advisor advisors,advisor tools,user dashboard,handles post requests advisors,mymiwallet platform",WebPage,todo,todo,todo,https://www.mymiwallet.com/Advisors,todo,medium,todo,todo,todo,todo,,,
User,Alerts,Alerts – Alerts,/Alerts,https://www.mymiwallet.com/Alerts,User Dashboard,active,"investment alerts,automated trade alerts,stock alerts,crypto alerts","InvestmentOrDeposit,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Alerts,todo,high,todo,true,todo,todo,"User:Dashboard,User:Alerts","/Dashboard,/Budget,/Wallets",
User,Budget,Budget – Account Manager,/Budget/Account-Manager,https://www.mymiwallet.com/Budget/Account-Manager,User Dashboard,active,"personal finance dashboard,budgeting tool,monthly budget planner,budget to investment tool","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Budget/Account-Manager,todo,high,todo,true,todo,todo,"User:Dashboard,User:Budget","/Dashboard,/Wallets,/Alerts",
User,Budget,Budget – Account Overview,/Budget/Expenses,https://www.mymiwallet.com/Budget/Expenses,User Dashboard,active,"personal finance dashboard,budgeting tool,monthly budget planner,budget to investment tool","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Budget/Expenses,todo,high,todo,true,todo,todo,"User:Dashboard,User:Budget","/Dashboard,/Wallets,/Alerts",
User,Budget,Budget – Account Overview,/Budget/Income,https://www.mymiwallet.com/Budget/Income,User Dashboard,active,"personal finance dashboard,budgeting tool,monthly budget planner,budget to investment tool","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Budget/Income,todo,high,todo,true,todo,todo,"User:Dashboard,User:Budget","/Dashboard,/Wallets,/Alerts",
User,Budget,Budget – Add,/Budget/Add,https://www.mymiwallet.com/Budget/Add,User Dashboard,active,"personal finance dashboard,budgeting tool,monthly budget planner,budget to investment tool","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Budget/Add,todo,high,todo,true,todo,todo,"User:Dashboard,User:Budget","/Dashboard,/Wallets,/Alerts",
User,Budget,Budget – Add,/Budget/Add/(:segment),https://www.mymiwallet.com/Budget/Add/(:segment),User Dashboard,active,"personal finance dashboard,budgeting tool,monthly budget planner,budget to investment tool","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Budget/Add/(:segment),todo,high,todo,true,todo,todo,"User:Dashboard,User:Budget","/Dashboard,/Wallets,/Alerts",
User,Budget,Budget – Approve Recurring Schedule,/Budget/Approve-Recurring-Schedule/(:num),https://www.mymiwallet.com/Budget/Approve-Recurring-Schedule/(:num),User Dashboard,active,"personal finance dashboard,budgeting tool,monthly budget planner,budget to investment tool","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Budget/Approve-Recurring-Schedule/(:num),todo,high,todo,true,todo,todo,"User:Dashboard,User:Budget","/Dashboard,/Wallets,/Alerts",
User,Budget,Budget – Budget,/Budget,https://www.mymiwallet.com/Budget,User Dashboard,active,"personal finance dashboard,budgeting tool,monthly budget planner,budget to investment tool","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Budget,todo,high,todo,true,todo,todo,"User:Dashboard,User:Budget","/Dashboard,/Wallets,/Alerts",
User,Budget,Budget – Cancel Account,/Budget/Cancel-Account/(:segment),https://www.mymiwallet.com/Budget/Cancel-Account/(:segment),User Dashboard,active,"personal finance dashboard,budgeting tool,monthly budget planner,budget to investment tool","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Budget/Cancel-Account/(:segment),todo,high,todo,true,todo,todo,"User:Dashboard,User:Budget","/Dashboard,/Wallets,/Alerts",
User,Budget,Budget – Delete Account,/Budget/Delete-Account,https://www.mymiwallet.com/Budget/Delete-Account,User Dashboard,active,"personal finance dashboard,budgeting tool,monthly budget planner,budget to investment tool","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Budget/Delete-Account,todo,high,todo,true,todo,todo,"User:Dashboard,User:Budget","/Dashboard,/Wallets,/Alerts",
User,Budget,Budget – Delete Account,/Budget/Delete-Account/(:segment),https://www.mymiwallet.com/Budget/Delete-Account/(:segment),User Dashboard,active,"personal finance dashboard,budgeting tool,monthly budget planner,budget to investment tool","FinancialProduct,WebApplication",todo,todo,todo,https://www.mymiwallet.com/Budget/Delete-Account/(:segment),todo,high,todo,true,todo,todo,"User:Dashboard,User:Budget","/Dashboard,/Wallets,/Alerts",
